ID,Name,Service,Cadre,Allotment_Year,Date_of_Birth,Date_of_Joining,Source_of_Recruitment,Gender,Place_of_Domicile,Mother_Tongue,Languages_Known,Retired,Retirement_Reason,Source,Last_Education_Qualification,Last_Education_Subject,Last_Education_Division,Last_Designation,Last_Level,Last_Office,Last_Organisation,Last_Field_of_Experience,Last_Category_of_Experience,Last_Start_Date,Last_End_Date
NL812103,Shri Kelei Zeliang,Indian Administrative Services,Nagaland,2004,1960-20-2,2014-07-22,By Promotion from State Civil Service,Male,N.A.,N.A.,N.A.,True,Superannuated,Supremo,N.A.,N.A.,N.A.,N.A.,Junior Scale,N.A.,Cadre (AIS),N.A.,N.A.,N.A.,N.A.
AP041900,Dr. Bhaskar Katamneni,Indian Administrative Services,Andhra Pradesh,2004,1976-6-6,2004-09-06,Direct Recruitment,Male,Andhra Pradesh,Telugu,English Hindi Telugu,False,N.A.,Supremo,"M.Phil./JNU,N.D.",Geography,First,Sub Collector,Junior Scale,Bhadrachalam,Cadre (AIS),Sub Divisional Admn,Land Revenue Mgmt & District Admn,2007-30-6,2008-1-1
AM811201,Ms. Ripnar Lyngdoh,Indian Administrative Services,Assam Meghalya,2004,1963-4-7,2013-02-14,By Promotion from State Civil Service,Female,N.A.,N.A.,N.A.,False,N.A.,Supremo,N.A.,N.A.,N.A.,Jt Secy,Junior Scale,Environment & Forests Deptt,Cadre (AIS),Environment,Environment & Forests,N.A.,N.A.
OR813104,Shri Niranjan Sahu,Indian Administrative Services,Odisha,2004,1961-20-1,2014-10-01,By Promotion from State Civil Service,Male,N.A.,N.A.,N.A.,True,Superannuated,Supremo,N.A.,N.A.,N.A.,Additional Secy,Deputy Secretary,Odisha,Cadre (AIS),General Administration,Personnel and General Administration,N.A.,N.A.
AP809005,Ms. M. Padma,Indian Administrative Services,Andhra Pradesh,2004,1960-30-4,N.A.,By Promotion from State Civil Service,Female,N.A.,N.A.,N.A.,True,Superannuated,Supremo,N.A.,N.A.,N.A.,Project Dir,Junior Scale,Integrated Tribal Dev.agency/Hyderabad,Cadre (AIS),Tribal Welfare,Social Justice & Empowerment,2010-5-5,2012-31-12
BH049800,Shri Abhay Kumar Singh,Indian Administrative Services,Bihar,2004,1977-2-9,2004-09-06,Direct Recruitment,Male,Uttar Pradesh,Hindi,English Hindi,False,N.A.,Supremo,B.E./Delhi,Computer Sc,First with Distinction,S D O,Junior Scale,Bhagalpur,Cadre (AIS),Sub Divisional Admn,Land Revenue Mgmt & District Admn,2006-31-7,2006-11-12
NL812102,Shri Chubasangla Anar,Indian Administrative Services,Nagaland,2004,1963-20-7,2014-07-22,By Promotion from State Civil Service,Male,N.A.,N.A.,N.A.,False,N.A.,Supremo,N.A.,N.A.,N.A.,On Leave,Not Available,N.A.,Cadre (AIS),N.A.,N.A.,2018-15-11,2018-28-11
BH049700,Shri Kundan Kumar,Indian Administrative Services,Bihar,2004,1975-28-7,2004-09-06,Direct Recruitment,Male,Bihar,Hindi,English Hindi,False,N.A.,Supremo,Master of Business Laws/National Law School of India Univedrsity Bangalore/University College,Contract and Taxation Law,Pass,Assistant Collector & A D M,Junior Scale,Purnia,Cadre (AIS),Sub Divisional Admn,Land Revenue Mgmt & District Admn,2005-13-6,2006-30-7
OR813108,Shri Sundarlal Seal,Indian Administrative Services,Odisha,2004,1960-20-5,2014-10-01,By Promotion from State Civil Service,Male,N.A.,N.A.,N.A.,True,Superannuated,Supremo,N.A.,N.A.,N.A.,Jt Secy,Deputy Secretary,Mines Deptt,Cadre (AIS),Mines,Mines & Minerals,N.A.,N.A.
BH049600,Dr. Birendra Prasad Yadav,Indian Administrative Services,Bihar,2004,1976-23-2,2004-09-06,Direct Recruitment,Male,Bihar,Hindi,English Hindi,False,N.A.,Supremo,M.A./Indira Gandhi National Open Univerity (GNOU) New Delhi,Economics,First,Assistant Collector & A D M,Junior Scale,Patna,Cadre (AIS),Sub Divisional Admn,Land Revenue Mgmt & District Admn,2005-16-7,2006-12-7
BH049400,Shri R Lakshmaman,Indian Administrative Services,Bihar,2004,1980-23-7,2004-09-06,Direct Recruitment,Male,Tamil Nadu,Tamil,English Hindi Tamil,False,N.A.,Supremo,C.A./ICAI,Auditing,Second,Spl Officer,Junior Scale,Social Welfare Deptt,Cadre (AIS),Social Welfare,Social Justice & Empowerment,2006-13-7,2008-21-2
UT811407,Shri S. Sundaravadivelu,Indian Administrative Services,A G M U T,2004,1961-15-6,2015-01-30,By Promotion from State Civil Service,Male,N.A.,N.A.,N.A.,False,N.A.,Supremo,B.Sc./T N Agricultural University/Tamil Nadu Agricultural University,Veterinary Sc.,First,Secretary,Not Available,Personnel Deptt/Pondicherry,Cadre (AIS),N.A.,N.A.,N.A.,N.A.
UT810408,Shri Onit Panyang,Indian Administrative Services,A G M U T,2004,1964-4-2,N.A.,By Promotion from State Civil Service,Male,N.A.,N.A.,N.A.,False,N.A.,Supremo,"B.A., LL.B./Panjab University Chandigarh/PANJAB UNIVERSITY",Administrative Laws and Other Laws,Second,Secretary,Secretary,Co-operation Deptt/Co-operation/Itanagar,N.A.,Public Administration,Public Administration,N.A.,N.A.
UT810407,Shri Nani Mali,Indian Administrative Services,A G M U T,2004,1956-15-4,N.A.,By Promotion from State Civil Service,Male,N.A.,N.A.,N.A.,True,Superannuated,Supremo,N.A.,N.A.,N.A.,N.A.,Junior Scale,N.A.,Cadre (AIS),N.A.,N.A.,N.A.,N.A.
OR813105,Shri Prasanta Kumar Senapati,Indian Administrative Services,Odisha,2004,1960-1-4,2014-10-01,By Promotion from State Civil Service,Male,N.A.,N.A.,N.A.,True,Superannuated,Supremo,N.A.,N.A.,N.A.,Excise Commissioner,Deputy Secretary,Cuttack,Cadre (AIS),Excise,Finance,2014-1-10,2020-1-4
MH812110,Shri S.M. Lokhande,Indian Administrative Services,Maharashtra,2004,1964-1-5,2015-03-27,By Promotion from State Civil Service,Male,N.A.,N.A.,N.A.,False,N.A.,Supremo,N.A.,N.A.,N.A.,N.A.,Joint Secretary,N.A.,Cadre (AIS),N.A.,N.A.,N.A.,N.A.
MH812108,Shri D.D. Pandharpatte,Indian Administrative Services,Maharashtra,2004,1963-7-2,2015-03-27,By Promotion from State Civil Service,Male,N.A.,N.A.,N.A.,False,N.A.,Supremo,Ph. D./Y C M Open University Nashik,Sociology,Awarded,Chief Executive Officer,Not Available,Zila Parishad/Sindhudurg,Cadre (AIS),N.A.,N.A.,2013-8-7,2015-22-6
KN811101,Shri Umesh Kusugal,Indian Administrative Services,Karnataka,2004,1958-5-4,2014-07-04,By Promotion from State Civil Service,Male,N.A.,N.A.,N.A.,True,Superannuated,Supremo,N.A.,N.A.,N.A.,Registrar,Deputy Secretary,Agriculture/Dharwad,Cadre (AIS),Agriculture,Agriculture & Cooperation,N.A.,N.A.
AP042000,Shri Pradyumna P S,Indian Administrative Services,Andhra Pradesh,2004,1980-4-3,2004-09-06,Direct Recruitment,Male,Karnataka,Kannada,English Hindi Kannada,False,N.A.,Supremo,M.A./MYSORE,History,First,Sub Collector,Junior Scale,Gudur,Cadre (AIS),Sub Divisional Admn,Land Revenue Mgmt & District Admn,2008-1-1,2008-13-5
MH812106,Shri O.N. Deshmukh,Indian Administrative Services,Maharashtra,2004,1963-5-7,2015-03-27,By Promotion from State Civil Service,Male,N.A.,N.A.,N.A.,False,N.A.,Supremo,N.A.,N.A.,N.A.,Managing Director,Director,Seeds Corpn,Cadre (AIS),Seeds,Agriculture & Cooperation,N.A.,N.A.
MH812105,Shri S.S. Dumbare,Indian Administrative Services,Maharashtra,2004,1961-29-12,2015-03-27,By Promotion from State Civil Service,Male,N.A.,N.A.,N.A.,False,N.A.,Supremo,N.A.,N.A.,N.A.,Additional Divisional Commissioner,Deputy Secretary,Pune,Cadre (AIS),Divisional Admn,Land Revenue Mgmt & District Admn,N.A.,N.A.
MH812104,Shri A.B. Unhale,Indian Administrative Services,Maharashtra,2004,1963-11-5,2015-03-27,By Promotion from State Civil Service,Male,N.A.,N.A.,N.A.,False,N.A.,Supremo,N.A.,N.A.,N.A.,N.A.,Junior Scale,N.A.,Cadre (AIS),N.A.,N.A.,N.A.,N.A.
AM027900,Shri D Vijay Kumar,Indian Administrative Services,Assam Meghalya,2004,1980-29-6,2004-09-06,Direct Recruitment,Male,Andhra Pradesh,Telugu,English Hindi Telugu,False,N.A.,Supremo,B.Tech./JNTU,Electronics,First with Distinction,S D O,Junior Scale,Meghalaya,Cadre (AIS),Sub Divisional Admn,Land Revenue Mgmt & District Admn,2006-15-7,2007-31-12
MH812107,Shri S.R. Jondhale,Indian Administrative Services,Maharashtra,2004,1960-17-7,2015-03-27,By Promotion from State Civil Service,Male,N.A.,N.A.,N.A.,True,Superannuated,Supremo,N.A.,N.A.,N.A.,N.A.,Junior Scale,N.A.,Cadre (AIS),N.A.,N.A.,N.A.,N.A.
CG811303,Ms. Neelam Namdev Ekka,Indian Administrative Services,Chhattisgarh,2005,1969-30-9,2015-02-10,By Promotion from State Civil Service,Female,N.A.,N.A.,N.A.,False,N.A.,Supremo,N.A.,N.A.,N.A.,Director,Not Available,N.A.,Cadre (AIS),Food & Civil Supplies,"Consumer Affairs, Food & PD",2016-15-1,2017-20-5
GJ812301,Shri N.L. Pujara,Indian Administrative Services,Gujarat,2005,1958-15-1,2013-12-30,By Promotion from State Civil Service,Male,N.A.,N.A.,N.A.,True,Superannuated,Supremo,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,Cadre (AIS),N.A.,N.Applicable,2013-30-12,2018-31-1
JH914301,Shri Jata Shankar Choudhary,Indian Administrative Services,Jharkhand,2005,1963-5-1,2015-03-23,By Selection,Male,N.A.,N.A.,N.A.,False,N.A.,Supremo,N.A.,N.A.,N.A.,N.A.,Not Available,N.A.,Cadre (AIS),N.A.,N.Applicable,N.A.,N.A.
GJ812304,Shri M.R. Kothari,Indian Administrative Services,Gujarat,2005,1960-18-9,2013-12-30,By Promotion from State Civil Service,Male,N.A.,N.A.,N.A.,True,Superannuated,Supremo,B.Sc./Gujarat University Ahmedabad,Science,First,N.A.,Not Available,N.A.,Cadre (AIS),N.A.,N.Applicable,N.A.,N.A.
GJ812305,Shri H.K. Patel,Indian Administrative Services,Gujarat,2005,1962-20-10,2013-12-30,By Promotion from State Civil Service,Male,N.A.,N.A.,N.A.,False,N.A.,Supremo,N.A.,N.A.,N.A.,Collector & D M,Not Available,N.A.,Cadre (AIS),District Admn,Land Revenue Mgmt & District Admn,2015-22-6,2017-18-8
MH813301,Shri R.V. Game,Indian Administrative Services,Maharashtra,2005,1964-1-6,2016-03-29,By Promotion from State Civil Service,Male,N.A.,N.A.,N.A.,False,N.A.,Supremo,N.A.,N.A.,N.A.,N.A.,Not Available,N.A.,Cadre (AIS),N.A.,N.Applicable,N.A.,N.A.
JH813302,Shri Birsai Oraon,Indian Administrative Services,Jharkhand,2005,1959-21-5,2016-02-03,By Promotion from State Civil Service,Male,N.A.,N.A.,N.A.,True,Superannuated,Supremo,N.A.,N.A.,N.A.,Officer,Junior Scale,Rajbhasha Deptt/Ranchi,Cadre (AIS),Personnel and General Administration,Personnel and General Administration,2016-3-2,2019-31-5
JH813303,Shri Arvind Kumar,Indian Administrative Services,Jharkhand,2005,1960-15-5,2016-02-03,By Promotion from State Civil Service,Male,N.A.,N.A.,N.A.,True,Superannuated,Supremo,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,Cadre (AIS),N.A.,N.Applicable,2016-3-2,2020-31-5
JH813304,Shri Binod Kumar,Indian Administrative Services,Jharkhand,2005,1960-5-6,2016-02-03,By Promotion from State Civil Service,Male,N.A.,N.A.,N.A.,True,Superannuated,Supremo,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,Cadre (AIS),N.A.,N.Applicable,2016-3-2,2020-30-6
JH813305,Shri Birendra Bhushan,Indian Administrative Services,Jharkhand,2005,1961-31-5,2016-02-03,By Promotion from State Civil Service,Male,N.A.,N.A.,N.A.,False,N.A.,Supremo,N.A.,N.A.,N.A.,Director,Not Available,N.A.,Cadre (AIS),Panchayati Raj,Local Self Govt,2016-19-1,2018-30-8
JH813306,Shri Ramesh Kumar Dubey,Indian Administrative Services,Jharkhand,2005,1959-20-7,2016-02-03,By Promotion from State Civil Service,Male,N.A.,N.A.,N.A.,True,Superannuated,Supremo,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,Cadre (AIS),N.A.,N.Applicable,2016-3-2,2019-31-7
GJ812310,Shri S.A. Patel,Indian Administrative Services,Gujarat,2005,1962-20-7,2013-12-30,By Promotion from State Civil Service,Male,N.A.,N.A.,N.A.,False,N.A.,Supremo,M.Com./Gujarat University Ahmedabad,Accountancy,Second,Director,Director Equivalent,Prohibition & Excise Deptt/Prohibition & Excise/Gandhinagar,Cadre (AIS),Home,Home,2014-15-2,2014-7-7
MH813302,Shri A.R. Kale,Indian Administrative Services,Maharashtra,2005,1964-29-7,2016-03-29,By Promotion from State Civil Service,Male,N.A.,N.A.,N.A.,False,N.A.,Supremo,N.A.,N.A.,N.A.,N.A.,Not Available,N.A.,Cadre (AIS),N.A.,N.Applicable,N.A.,N.A.
RJ814303,Shri Suresh Chand Gupta,Indian Administrative Services,Rajasthan,2005,1962-5-7,2015-10-23,By Promotion from State Civil Service,Male,N.A.,N.A.,N.A.,False,N.A.,Supremo,N.A.,N.A.,N.A.,Joint Secretary,Not Available,Jaipur,Cadre (AIS),Budget,Finance,2015-15-5,2016-28-4
MH813304,Shri A.J. Subhedar,Indian Administrative Services,Maharashtra,2005,1961-18-5,2016-03-29,By Promotion from State Civil Service,Male,N.A.,N.A.,N.A.,False,N.A.,Supremo,N.A.,N.A.,N.A.,N.A.,Deputy Secretary,Maharashtra,Cadre (AIS),N.A.,N.A.,N.A.,N.A.
RJ814304,Shri Vinita Srivastava,Indian Administrative Services,Rajasthan,2005,1963-26-4,2015-10-23,By Promotion from State Civil Service,Male,N.A.,N.A.,N.A.,False,N.A.,Supremo,N.A.,N.A.,N.A.,N.A.,Not Available,N.A.,Cadre (AIS),N.A.,N.Applicable,N.A.,N.A.
RJ814305,Shri Dinesh Kumar Yadav,Indian Administrative Services,Rajasthan,2005,1962-5-12,2015-10-23,By Promotion from State Civil Service,Male,N.A.,N.A.,N.A.,False,N.A.,Supremo,N.A.,N.A.,N.A.,N.A.,Not Available,N.A.,Cadre (AIS),N.A.,N.Applicable,N.A.,N.A.
RJ814301,Shri Gajanand Sharma,Indian Administrative Services,Rajasthan,2005,1962-9-10,2015-10-23,By Promotion from State Civil Service,Male,N.A.,N.A.,N.A.,False,N.A.,Supremo,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,Cadre (AIS),N.A.,N.Applicable,N.A.,N.A.
RJ813307,Shri Sube Singh Yadav,Indian Administrative Services,Rajasthan,2005,1960-15-1,2015-10-23,By Promotion from State Civil Service,Male,N.A.,N.A.,N.A.,True,Superannuated,Supremo,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,Cadre (AIS),N.A.,N.Applicable,2015-23-10,2020-31-1
RJ813306,Shri Kailash Chand Meena,Indian Administrative Services,Rajasthan,2005,1964-9-7,2015-10-23,By Promotion from State Civil Service,Male,N.A.,N.A.,N.A.,False,N.A.,Supremo,N.A.,N.A.,N.A.,Commissioner,Not Available,Jodhpur,Cadre (AIS),Development Authority,Urban Development,2016-9-5,2017-7-5
RJ813305,Shri Prem Chand Berwal,Indian Administrative Services,Rajasthan,2005,1962-19-3,2015-10-23,By Promotion from State Civil Service,Male,N.A.,N.A.,N.A.,False,N.A.,Supremo,N.A.,N.A.,N.A.,N.A.,Not Available,N.A.,Cadre (AIS),N.A.,N.Applicable,N.A.,N.A.
JH048900,Shri K Srinivasan,Indian Administrative Services,Jharkhand,2005,1979-30-7,2005-08-22,RR,N.A.,Tamil Nadu,N.A.,N.A.,False,N.A.,DOPT(easynic),Graduate,N.A.,N.A.,On Inter Cadre Deputation,N.A.,Govt.of Tamil Nadu,N.A.,N.A.,N.A.,2017-27-12,N.A.
RJ813304,Shri Bhanwar Lal Mehra,Indian Administrative Services,Rajasthan,2005,1964-8-8,2015-10-23,By Promotion from State Civil Service,Male,N.A.,N.A.,N.A.,False,N.A.,Supremo,M.A./University of Rajasthan,Economics,First,Commissioner,Director Equivalent,"D/o Urban Development,/Urban Improvement Trust (UIT)/Ajmer",Cadre (AIS),Urban Development,Urban Development,2016-12-2,2016-28-4
OR94A301,Shri Debendra Kumar Jena,Indian Administrative Services,Odisha,2005,1961-1-2,2016-01-19,By Selection,Male,N.A.,N.A.,N.A.,True,Superannuated,Supremo,N.A.,N.A.,N.A.,Additional Secy,Not Available,Finance,Cadre (AIS),Finance,Finance,2016-21-10,2018-16-12
OR814311,Shri Benudhar Behera,Indian Administrative Services,Odisha,2005,1962-3-6,2015-10-09,By Promotion from State Civil Service,Male,N.A.,N.A.,N.A.,False,N.A.,Supremo,N.A.,N.A.,N.A.,Joint Secretary,Not Available,N.A.,Cadre (AIS),Rural Development,Rural Dev,N.A.,N.A.
OR814308,Shri Anjan Kumar Manik,Indian Administrative Services,Odisha,2005,1961-2-5,2015-10-09,By Promotion from State Civil Service,Male,N.A.,N.A.,N.A.,False,N.A.,Supremo,N.A.,N.A.,N.A.,Collector & D M,Not Available,N.A.,Cadre (AIS),District Admn,Land Revenue Mgmt & District Admn,2015-9-10,2017-26-4
MH813303,Shri K.B. Umap,Indian Administrative Services,Maharashtra,2005,1962-25-11,2016-03-29,By Promotion from State Civil Service,Male,N.A.,N.A.,N.A.,False,N.A.,Supremo,M.Sc./Mahatma phule agriculture university Rahuri Dist Ahmadnagar,Agriculture,First with Distinction,Police Sub Inspector,Not Available,M/o Home Affairs/D/o Home/Nashik,Cadre (Non-AIS),Home,Home,1987-20-6,1988-22-8
OR814307,Shri Madhusudan Mishra-1,Indian Administrative Services,Odisha,2005,1960-27-1,2015-10-09,By Promotion from State Civil Service,Male,N.A.,N.A.,N.A.,True,Superannuated,Supremo,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,Cadre (AIS),N.A.,N.Applicable,2015-9-10,2020-31-1
OR814305,Shri Prafulla Chandra Pradhan-2,Indian Administrative Services,Odisha,2005,1961-4-7,2015-10-09,By Promotion from State Civil Service,Male,N.A.,N.A.,N.A.,False,N.A.,Supremo,N.A.,N.A.,N.A.,Additional Secy,Not Available,N.A.,Cadre (AIS),Home,Home,N.A.,N.A.
OR814303,Shri Dasarathi Satpathy,Indian Administrative Services,Odisha,2005,1962-3-1,2015-10-09,By Promotion from State Civil Service,Male,N.A.,N.A.,N.A.,False,N.A.,Supremo,N.A.,N.A.,N.A.,Collector & D M,Not Available,Subarnapur / Sonepur,Cadre (AIS),District Admn,Land Revenue Mgmt & District Admn,2015-9-10,2018-2-8
NL813302,Shri L Akato Semo,Indian Administrative Services,Nagaland,2005,1962-18-9,2014-10-01,By Promotion from State Civil Service,Male,N.A.,N.A.,N.A.,False,N.A.,Supremo,N.A.,N.A.,N.A.,N.A.,Joint Secretary,N.A.,Cadre (AIS),N.A.,N.A.,N.A.,N.A.
NL813301,Shri Rovilato Mor,Indian Administrative Services,Nagaland,2005,1962-2-10,2014-10-01,By Promotion from State Civil Service,Male,N.A.,N.A.,N.A.,False,N.A.,Supremo,N.A.,N.A.,N.A.,Deputy Commissioner,Not Available,Kohima,Cadre (AIS),District Admn,Land Revenue Mgmt & District Admn,N.A.,N.A.
MP813302,Shri Bhagat Singh Kulesh,Indian Administrative Services,Madhya Pradesh,2005,1960-10-11,2015-12-22,By Promotion from State Civil Service,Male,N.A.,N.A.,N.A.,True,Superannuated,Supremo,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,Cadre (AIS),N.A.,N.Applicable,2015-22-12,2020-30-11
MP813301,Shri Ajay Kumar Sharma,Indian Administrative Services,Madhya Pradesh,2005,1960-16-3,2015-12-22,By Promotion from State Civil Service,Male,N.A.,N.A.,N.A.,True,Superannuated,Supremo,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,Cadre (AIS),N.A.,N.Applicable,2015-22-12,2020-31-3
MP812305,Shri Ashish Saxena,Indian Administrative Services,Madhya Pradesh,2005,1962-11-9,2015-12-22,By Promotion from State Civil Service,Male,N.A.,N.A.,N.A.,False,N.A.,Supremo,N.A.,N.A.,N.A.,Administrator,Not Available,N.A.,Cadre (AIS),"Public, Urban & Revenue Administration",Urban Development,2015-22-12,2016-30-8
MP812302,Shri Pati Ram Katroliya,Indian Administrative Services,Madhya Pradesh,2005,1960-13-3,2015-12-22,By Promotion from State Civil Service,Male,N.A.,N.A.,N.A.,True,Superannuated,Supremo,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,Cadre (AIS),N.A.,N.Applicable,2015-22-12,2020-31-3
CG811302,Shri Topeshwar Verma,Indian Administrative Services,Chhattisgarh,2005,1965-7-10,2015-02-10,By Promotion from State Civil Service,Male,N.A.,N.A.,N.A.,False,N.A.,Supremo,N.A.,N.A.,N.A.,Joint Secretary,Not Available,N.A.,Cadre (AIS),Health & Family Welfare,Health & Family Welfare,2015-13-8,2017-25-5
RJ814302,Shri Modudan Detha,Indian Administrative Services,Rajasthan,2005,1960-17-4,2015-10-23,By Promotion from State Civil Service,Male,N.A.,N.A.,N.A.,True,Superannuated,Supremo,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,Cadre (AIS),N.A.,N.Applicable,2015-23-10,2020-30-4
MH813305,Shri D.M. Shinde,Indian Administrative Services,Maharashtra,2005,1960-13-7,2016-03-29,By Promotion from State Civil Service,Male,N.A.,N.A.,N.A.,True,Superannuated,Supremo,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,Cadre (AIS),N.A.,N.Applicable,2016-29-3,2020-31-7
OR814306,Shri Nirmal Chandra Mishra,Indian Administrative Services,Odisha,2005,1960-5-7,2015-10-09,By Promotion from State Civil Service,Male,N.A.,N.A.,N.A.,True,Superannuated,Supremo,N.A.,N.A.,N.A.,Collector & D M,Director,Khordha / Khurda,Cadre (AIS),District Admn,Land Revenue Mgmt & District Admn,2018-1-1,2020-31-7
OR814304,Shri Pratap Chandra Dash-1,Indian Administrative Services,Odisha,2005,1960-22-1,2015-10-09,By Promotion from State Civil Service,Male,N.A.,N.A.,N.A.,True,Superannuated,Supremo,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,Cadre (AIS),N.A.,N.Applicable,2015-9-10,2020-31-1
BH811306,Shri Shyama Nand Jha,Indian Administrative Services,Bihar,2005,1957-7-2,2016-01-14,By Promotion from State Civil Service,Male,N.A.,N.A.,N.A.,True,Superannuated,Supremo,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,Cadre (AIS),N.A.,N.Applicable,N.A.,N.A.
BH812311,Shri Ashok Kumar Singh,Indian Administrative Services,Bihar,2005,1959-2-1,2016-01-14,By Promotion from State Civil Service,Male,N.A.,N.A.,N.A.,True,Superannuated,Supremo,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,Cadre (AIS),N.A.,N.Applicable,N.A.,N.A.
BH811313,Shri Salim,Indian Administrative Services,Bihar,2005,1958-15-7,2016-01-14,By Promotion from State Civil Service,Male,N.A.,N.A.,N.A.,True,Superannuated,Supremo,N.A.,N.A.,N.A.,Joint Secretary,Not Available,"Food, Civil Supplies & Consumer Affairs Department/Bihar",Cadre (AIS),Food,"Consumer Affairs, Food & PD",2017-13-4,2017-18-9
BH811312,Shri Gajanan Mishra,Indian Administrative Services,Bihar,2005,1958-1-1,2016-01-14,By Promotion from State Civil Service,Male,N.A.,N.A.,N.A.,True,Superannuated,Supremo,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,Cadre (AIS),N.A.,N.Applicable,2016-14-1,2017-31-12
BH811311,Shri Girijesh Prasad Shrivastava,Indian Administrative Services,Bihar,2005,1957-1-6,2016-01-14,By Promotion from State Civil Service,Male,N.A.,N.A.,N.A.,True,Superannuated,Supremo,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,Cadre (AIS),N.A.,N.Applicable,N.A.,N.A.
BH811310,Shri Ramashankar Pd. Daftuar,Indian Administrative Services,Bihar,2005,1958-25-9,2016-01-14,By Promotion from State Civil Service,Male,N.A.,N.A.,N.A.,True,Superannuated,Supremo,N.A.,N.A.,N.A.,Director,Deputy Secretary,N.A.,Cadre (AIS),Social Welfare,Social Justice & Empowerment,2018-2-4,2018-30-9
BH811309,Shri Birendra Kumar,Indian Administrative Services,Bihar,2005,1958-1-7,2016-01-14,By Promotion from State Civil Service,Male,N.A.,N.A.,N.A.,True,Superannuated,Supremo,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,Cadre (AIS),N.A.,N.Applicable,2016-14-1,2018-30-6
BH811308,Shri Gopal Krishan Paramhans,Indian Administrative Services,Bihar,2005,1957-26-12,2016-01-14,By Promotion from State Civil Service,Male,N.A.,N.A.,N.A.,True,Superannuated,Supremo,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,Cadre (AIS),N.A.,N.Applicable,2016-14-1,2017-31-12
BH811307,Shri Uma Shankar Prasad,Indian Administrative Services,Bihar,2005,1957-6-5,2016-01-14,By Promotion from State Civil Service,Male,N.A.,N.A.,N.A.,True,Superannuated,Supremo,N.A.,N.A.,N.A.,Jt Secy,Not Available,N.A.,Cadre (AIS),Animal Husbandry,Agriculture & Cooperation,2017-1-3,2017-31-5
RJ814306,Ms. Durga Joshi,Indian Administrative Services,Rajasthan,2005,1963-29-7,2015-10-23,By Promotion from State Civil Service,Female,N.A.,N.A.,N.A.,False,N.A.,Supremo,N.A.,N.A.,N.A.,Joint Secretary,Not Available,Jaipur,Cadre (AIS),Revenue,Finance,2015-25-5,2017-23-5
BH811314,Shri Rajiv Pd. Singh 'ranjan',Indian Administrative Services,Bihar,2005,1958-21-11,2016-01-14,By Promotion from State Civil Service,Male,N.A.,N.A.,N.A.,True,Superannuated,Supremo,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,Cadre (AIS),N.A.,N.Applicable,2016-14-1,2018-30-11
BH811305,Shri Umesh Kumar,Indian Administrative Services,Bihar,2005,1957-5-1,2016-01-14,By Promotion from State Civil Service,Male,N.A.,N.A.,N.A.,True,Superannuated,Supremo,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,Cadre (AIS),N.A.,N.Applicable,N.A.,N.A.
AM814403,Shri Sanjib Kumar Gohain Boruah,Indian Administrative Services,Assam Meghalya,2005,1960-6-2,2016-02-10,By Promotion from State Civil Service,Male,N.A.,N.A.,N.A.,True,Superannuated,Supremo,N.A.,N.A.,N.A.,Secretary,Under Secretary,N.A.,Cadre (AIS),Political Affairs,Home,2015-17-12,2020-29-2
AM814402,Shri Lalit Gogoi,Indian Administrative Services,Assam Meghalya,2005,1961-2-3,2016-02-10,By Promotion from State Civil Service,Male,N.A.,N.A.,N.A.,False,N.A.,Supremo,N.A.,N.A.,N.A.,Secretary,Not Available,N.A.,Cadre (AIS),Tourism,Tourism,2016-1-4,2017-30-11
AM814401,Shri Moloy Bora,Indian Administrative Services,Assam Meghalya,2005,1961-28-8,2016-02-10,By Promotion from State Civil Service,Male,N.A.,N.A.,N.A.,False,N.A.,Supremo,N.A.,N.A.,N.A.,Deputy Commissioner,Not Available,Hailkandi (Assam),Cadre (AIS),District Admn,Land Revenue Mgmt & District Admn,2016-1-4,2017-13-6
AM814003,Shri Merrilyn Nellie Nampui,Indian Administrative Services,Assam Meghalya,2005,1962-9-5,2016-01-22,By Promotion from State Civil Service,Male,N.A.,N.A.,N.A.,False,N.A.,Supremo,N.A.,N.A.,N.A.,Secretary,Not Available,Agri & Cooperation/Meghalaya,Cadre (AIS),Agriculture,Agriculture & Cooperation,N.A.,N.A.
